	sc_id	spot	exp_cor_before	interface_cor_before	mix_cor_before	exp_cor_after	interface_cor_after	mix_cor_after	celltype	UMAP1	UMAP2	st_x	st_y	spex_UMAP1	spex_UMAP2	indice	core1	core2	centering_scale_factor	adj_spex_UMAP1	adj_spex_UMAP2
10	Cell_45	spot_3	0.9062890980457792	0	0.9062890980457792	0.9062891011292058	0	0.9062891011292058	Micro	-1.5676475	105.72203	0.0	-1.0	-68.34461	17.161098	23	-68.36599731445312	17.117441177368164	0.0	0.0	-1.0
11	Cell_46	spot_3	0.9062890980457792	0	0.9062890980457792	0.9062891011292058	0	0.9062891011292058	Inhibitory	-1.6191386	105.73583	0.0	-1.0	-68.308846	17.12938	23	-68.36599731445312	17.117441177368164	0.0	0.0	-1.0
12	Cell_42	spot_3	0.9062890980457792	0	0.9062890980457792	0.9062891011292058	0	0.9062891011292058	Astro	-1.4700797	105.71223	0.0	-1.0	-68.444534	17.061846	23	-68.36599731445312	17.117441177368164	5.19625136550441	-0.40809792752458496	-1.288887662509389
13	Cell_24	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL4	-2.6798058	105.268166	1.0	-4.0	-68.04292	15.765495	34	-68.10608673095703	15.80028247833252	3.3348750213798772	1.2106432365570374	-4.116010891108393
14	Cell_67	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL4	-2.7586112	105.23391	1.0	-4.0	-67.9569	15.815215	34	-68.10608673095703	15.80028247833252	0.0	1.0	-4.0
15	Cell_92	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL4	-2.7990198	105.13347	1.0	-4.0	-68.094	15.727294	34	-68.10608673095703	15.80028247833252	3.3348750213798772	1.0403018343648203	-4.243407559286392
16	Cell_2	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL2and3	-2.7779474	105.08732	1.0	-4.0	-68.174736	15.892537	34	-68.10608673095703	15.80028247833252	3.3348750213798772	0.7710631908998402	-3.692342309886738
17	Cell_66	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL2and3	-2.7214546	105.19469	1.0	-4.0	-68.22925	15.814961	34	-68.10608673095703	15.80028247833252	3.3348750213798772	0.5892724039448902	-3.9510475193700034
18	Cell_28	spot_4	0.6992815634068613	0	0.6992815634068613	0.8368213487495332	0	0.8368213487495332	ExcitatoryL2and3	-2.6970239	105.191154	1.0	-4.0	-68.13872	15.786195	34	-68.10608673095703	15.80028247833252	3.3348750213798772	0.8911799585995351	-4.046980642143081
19	Cell_109	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Inhibitory	-2.4501455	105.36294	1.0	-3.0	-68.177	16.220686	45	-68.28350067138672	16.161558151245117	0.0	1.0	-3.0
20	Cell_23	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Inhibitory	-2.524003	105.58715	1.0	-3.0	-68.422585	16.116228	45	-68.28350067138672	16.161558151245117	2.716826237611154	0.622133313662328	-3.1231538626920066
21	Cell_106	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Inhibitory	-2.28655	105.34579	1.0	-3.0	-68.31518	16.270573	45	-68.28350067138672	16.161558151245117	2.716826237611154	0.9139384266772346	-2.7038265159403503
22	Cell_112	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	ExcitatoryL2and3	-2.4714062	105.50968	1.0	-3.0	-68.35469	16.210775	45	-68.28350067138672	16.161558151245117	2.716826237611154	0.8065894651554132	-2.866285354165424
23	Cell_37	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Endo	-2.3798	105.431854	1.0	-3.0	-68.32027	16.171827	45	-68.28350067138672	16.161558151245117	2.716826237611154	0.90011302460443	-2.9721004629835157
24	Cell_22	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Endo	-2.451276	105.35878	1.0	-3.0	-68.156395	16.028463	45	-68.28350067138672	16.161558151245117	2.716826237611154	1.3453241357315202	-3.361595411034596
25	Cell_34	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Endo	-2.465087	105.458565	1.0	-3.0	-68.22666	16.091303	45	-68.28350067138672	16.161558151245117	2.716826237611154	1.1544216573349235	-3.1908713867877374
26	Cell_41	spot_5	0.639920031795974	0	0.639920031795974	0.8580220927211304	0	0.8580220927211304	Astro	-2.3801966	105.59339	1.0	-3.0	-68.295204	16.182613	45	-68.28350067138672	16.161558151245117	2.716826237611154	0.9682036480064735	-2.9427966216335495
27	Cell_104	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	OPC	-1.7182447	105.92842	1.0	-2.0	-68.61223	16.88651	56	-68.49754333496094	16.82767105102539	2.966144917019471	0.6598274963940682	-1.8254726323220565
28	Cell_381	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	Inhibitory	-1.8750131	105.7992	1.0	-2.0	-68.37315	16.810986	56	-68.49754333496094	16.82767105102539	2.966144917019471	1.3689577234427297	-2.049491569011853
29	Cell_113	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	Inhibitory	-1.7531075	105.87559	1.0	-2.0	-68.54639	16.92292	56	-68.49754333496094	16.82767105102539	2.966144917019471	0.8551234454440411	-1.7174771406819946
30	Cell_27	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	ExcitatoryL4	-1.9884197	105.89976	1.0	-2.0	-68.45624	16.862043	56	-68.49754333496094	16.82767105102539	0.0	1.0	-2.0
31	Cell_26	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	ExcitatoryL4	-1.6807933	105.80242	1.0	-2.0	-68.51795	16.986177	56	-68.49754333496094	16.82767105102539	2.966144917019471	0.9394650447614511	-1.5298470668047541
32	Cell_31	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	ExcitatoryL2and3	-2.0065536	105.706825	1.0	-2.0	-68.515976	16.717855	56	-68.49754333496094	16.82767105102539	2.966144917019471	0.9453261862219311	-2.325728976435463
33	Cell_114	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	ExcitatoryL2and3	-1.9137014	105.739	1.0	-2.0	-68.557236	16.670025	56	-68.49754333496094	16.82767105102539	2.966144917019471	0.8229437421359227	-2.4676014131193034
34	Cell_36	spot_6	0.7467193151121221	0	0.7467193151121221	0.9325199587106626	0	0.9325199587106626	Astro	-1.7623947	105.64976	1.0	-2.0	-68.40118	16.764853	56	-68.49754333496094	16.82767105102539	2.966144917019471	1.285838138174995	-2.1863288552132345
35	Cell_110	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL4	-1.7366647	106.05718	1.0	-1.0	-68.9238	16.80396	67	-68.8182144165039	16.938383102416992	2.9251690096184033	0.6911513219901346	-1.3932079527318317
36	Cell_40	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.70193	106.14405	1.0	-1.0	-68.8501	17.081392	67	-68.8182144165039	16.938383102416992	2.9251690096184033	0.9067361351684928	-0.5816739616333606
37	Cell_30	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.8803576	106.125694	1.0	-1.0	-68.804756	16.973988	67	-68.8182144165039	16.938383102416992	0.0	1.0	-1.0
38	Cell_108	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.759443	106.13025	1.0	-1.0	-68.80528	16.968481	67	-68.8182144165039	16.938383102416992	0.0	1.0	-1.0
39	Cell_32	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.7103953	106.17174	1.0	-1.0	-68.717964	16.9607	67	-68.8182144165039	16.938383102416992	0.0	1.0	-1.0
40	Cell_111	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.8250082	106.2249	1.0	-1.0	-68.88319	16.877317	67	-68.8182144165039	16.938383102416992	2.9251690096184033	0.8099461419226812	-1.178627416633497
41	Cell_107	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	ExcitatoryL2and3	-1.8473462	106.09024	1.0	-1.0	-68.73664	16.988195	67	-68.8182144165039	16.938383102416992	0.0	1.0	-1.0
42	Cell_39	spot_7	0.8981379423184288	0	0.8981379423184288	0.95461233603837	0	0.95461233603837	Astro	-1.8794835	106.20282	1.0	-1.0	-68.824005	16.853027	67	-68.8182144165039	16.938383102416992	2.9251690096184033	0.9830611932502719	-1.249680020045153
43	Cell_166	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	Micro	-3.1940997	105.47724	2.0	-4.0	-68.300415	15.43611	69	-68.5431900024414	15.401336669921875	0.0	2.0	-4.0
44	Cell_198	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	Inhibitory	-3.1671348	105.43136	2.0	-4.0	-68.51224	15.565301	69	-68.5431900024414	15.401336669921875	0.0	2.0	-4.0
45	Cell_7	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	Inhibitory	-3.3055289	105.48289	2.0	-4.0	-68.59374	15.322992	69	-68.5431900024414	15.401336669921875	2.0387144089071314	1.8969381586195477	-4.15972174519703
46	Cell_81	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL4	-3.2272885	105.30853	2.0	-4.0	-68.47494	15.249721	69	-68.5431900024414	15.401336669921875	2.0387144089071314	2.1391474846045164	-4.3091019205498355
47	Cell_187	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL2and3	-3.3367832	105.61238	2.0	-4.0	-68.50954	15.3762	69	-68.5431900024414	15.401336669921875	2.0387144089071314	2.0686093845954083	-4.051247057332968
48	Cell_96	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL2and3	-3.2339823	105.39263	2.0	-4.0	-68.5468	15.4280405	69	-68.5431900024414	15.401336669921875	2.0387144089071314	1.9926428839461283	-3.9455585077630917
49	Cell_79	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL2and3	-3.210219	105.40543	2.0	-4.0	-68.68696	15.494683	69	-68.5431900024414	15.401336669921875	2.0387144089071314	1.706897473743851	-3.809692950193177
50	Cell_78	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL2and3	-3.3534985	105.614685	2.0	-4.0	-68.65272	15.438726	69	-68.5431900024414	15.401336669921875	2.0387144089071314	1.7767045283945406	-3.923772967228305
51	Cell_10	spot_8	0.8290507290246826	0	0.8290507290246826	0.9492120841746684	0	0.9492120841746684	ExcitatoryL2and3	-3.4164388	105.588455	2.0	-4.0	-68.61141	15.300254	69	-68.5431900024414	15.401336669921875	2.0387144089071314	1.8609147320217319	-4.206078964560788
52	Cell_59	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	Inhibitory	-2.9876204	105.36332	2.0	-3.0	-68.54271	15.543661	70	-68.49433898925781	15.61785888671875	1.65851412465611	1.9197770725225851	-3.1230580481781907
53	Cell_85	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	Inhibitory	-2.9864938	105.556694	2.0	-3.0	-68.58535	15.583406	70	-68.49433898925781	15.61785888671875	1.65851412465611	1.8490568924482518	-3.057139855639769
54	Cell_80	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL4	-3.1155162	105.51558	2.0	-3.0	-68.394455	15.699714	70	-68.49433898925781	15.61785888671875	0.0	2.0	-3.0
55	Cell_84	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL2and3	-3.0116758	105.57961	2.0	-3.0	-68.50819	15.6245165	70	-68.49433898925781	15.61785888671875	1.65851412465611	1.9770339726543362	-2.988958275695587
56	Cell_14	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL2and3	-3.0902393	105.43636	2.0	-3.0	-68.42618	15.457915	70	-68.49433898925781	15.61785888671875	1.65851412465611	2.1130459990667547	-3.265268687618685
57	Cell_102	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL2and3	-2.8465562	105.805145	2.0	-3.0	-68.6554	15.872703	70	-68.49433898925781	15.61785888671875	1.65851412465611	1.7328728356505194	-2.5773381043119623
58	Cell_100	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL2and3	-2.9757457	105.40768	2.0	-3.0	-68.472916	15.600501	70	-68.49433898925781	15.61785888671875	1.65851412465611	2.0355309117281672	-3.0287881999806077
59	Cell_98	spot_9	0.8051879243415468	0	0.8051879243415468	0.9597423411587812	0	0.9597423411587812	ExcitatoryL2and3	-2.9306855	105.378716	2.0	-3.0	-68.3695	15.560457	70	-68.49433898925781	15.61785888671875	1.65851412465611	2.207048542951568	-3.095201459086467
60	Cell_65	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	Micro	-2.0508044	106.33401	2.0	-2.0	-69.06341	16.92947	2	-69.0799560546875	16.6977481842041	0.0	2.0	-2.0
61	Cell_91	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL4	-1.8984954	106.47392	2.0	-2.0	-69.11745	16.646612	2	-69.0799560546875	16.6977481842041	1.3663997898370643	1.948772517644811	-2.069872242671073
62	Cell_4	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL4	-2.1113079	106.252846	2.0	-2.0	-69.02351	16.505615	2	-69.0799560546875	16.6977481842041	1.3663997898370643	2.0771226932160536	-2.2625304222672598
63	Cell_11	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-1.9340304	106.51055	2.0	-2.0	-69.01067	16.989677	2	-69.0799560546875	16.6977481842041	0.0	2.0	-2.0
64	Cell_8	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-1.9260113	106.391884	2.0	-2.0	-69.383995	16.90137	2	-69.0799560546875	16.6977481842041	1.3663997898370643	1.5845611722961666	-1.7217724304888808
65	Cell_62	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-2.1979294	106.40835	2.0	-2.0	-69.111465	16.789213	2	-69.0799560546875	16.6977481842041	1.3663997898370643	1.9569455632627328	-1.8750222482264585
66	Cell_6	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-2.3175642	106.32367	2.0	-2.0	-68.988106	16.470581	2	-69.0799560546875	16.6977481842041	1.3663997898370643	2.125504204329288	-2.3104011180293735
67	Cell_103	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-2.2077663	106.17612	2.0	-2.0	-68.958374	16.5142	2	-69.0799560546875	16.6977481842041	1.3663997898370643	2.1661296619479633	-2.250799912596894
68	Cell_101	spot_10	0.8413148927788082	0	0.8413148927788082	0.9609852534050904	0	0.9609852534050904	ExcitatoryL2and3	-2.2022479	106.36768	2.0	-2.0	-69.062645	16.532999	2	-69.0799560546875	16.6977481842041	1.3663997898370643	2.023653878197787	-2.225113197797711
69	Cell_21	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	Inhibitory	-1.9361098	106.625916	2.0	-1.0	-69.229935	16.775877	3	-69.29660034179688	16.7664794921875	0.0	2.0	-1.0
70	Cell_217	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	ExcitatoryL4	-2.0432308	106.62145	2.0	-1.0	-69.39908	16.827131	3	-69.29660034179688	16.7664794921875	3.17701980038959	1.6744252780240405	-0.8073080966327886
71	Cell_82	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	ExcitatoryL4	-2.0365362	106.59973	2.0	-1.0	-69.22154	16.773872	3	-69.29660034179688	16.7664794921875	0.0	2.0	-1.0
72	Cell_90	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	ExcitatoryL2and3	-1.9780903	106.59689	2.0	-1.0	-69.226585	16.721367	3	-69.29660034179688	16.7664794921875	3.17701980038959	2.222438893952753	-1.1433236547828953
73	Cell_95	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	ExcitatoryL2and3	-2.0472884	106.597206	2.0	-1.0	-69.31743	16.74043	3	-69.29660034179688	16.7664794921875	3.17701980038959	1.9338282466502108	-1.0827571094778454
74	Cell_97	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	ExcitatoryL2and3	-2.1197608	106.47415	2.0	-1.0	-69.32026	16.832008	3	-69.29660034179688	16.7664794921875	3.17701980038959	1.9248356750411368	-0.7918134836918168
75	Cell_252	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	Endo	-2.1679847	106.64406	2.0	-1.0	-69.423325	16.673155	3	-69.29660034179688	16.7664794921875	3.17701980038959	1.5973945702783883	-1.296494296671414
76	Cell_16	spot_11	0.8954755559932807	0	0.8954755559932807	0.9503738169304576	0	0.9503738169304576	Astro	-2.1092799	106.54176	2.0	-1.0	-69.23465	16.787992	3	-69.29660034179688	16.7664794921875	0.0	2.0	-1.0
77	Cell_289	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	Micro	-3.7995136	105.81865	3.0	-4.0	-68.94126	15.140476	4	-69.08619689941406	15.025688171386719	0.0	3.0	-4.0
78	Cell_119	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL5and6	-3.6078184	105.94865	3.0	-4.0	-69.09359	15.067912	4	-69.08619689941406	15.025688171386719	2.0190322991942833	2.9850735298315487	-3.914748520806478
79	Cell_129	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL4	-3.5347712	105.95766	3.0	-4.0	-68.93833	15.224341	4	-69.08619689941406	15.025688171386719	0.0	3.0	-4.0
80	Cell_74	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL4	-3.7464836	106.17122	3.0	-4.0	-69.001114	14.92179	4	-69.08619689941406	15.025688171386719	2.0190322991942833	3.171785340886037	-4.209773515544626
81	Cell_120	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL4	-3.7884252	105.82726	3.0	-4.0	-69.25049	14.87541	4	-69.08619689941406	15.025688171386719	2.0190322991942833	2.6682903935939812	-4.303416320459783
82	Cell_71	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL2and3	-3.6817732	106.05665	3.0	-4.0	-69.1845	15.048437	4	-69.08619689941406	15.025688171386719	2.0190322991942833	2.8015195375433475	-3.9540691409444997
83	Cell_64	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL2and3	-3.8301475	106.00172	3.0	-4.0	-69.26276	14.873427	4	-69.08619689941406	15.025688171386719	2.0190322991942833	2.643520771271102	-4.307419433395826
84	Cell_73	spot_12	0.8543831646376073	0	0.8543831646376073	0.9384155637091612	0	0.9384155637091612	ExcitatoryL2and3	-3.6265643	105.963234	3.0	-4.0	-69.01754	15.053715	4	-69.08619689941406	15.025688171386719	0.0	3.0	-4.0
85	Cell_52	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	Inhibitory	-3.599791	106.10797	3.0	-3.0	-69.2182	15.022925	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.7507418336682	-3.142992356923625
86	Cell_225	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL4	-3.5431662	105.70322	3.0	-3.0	-68.89312	15.142285	5	-69.06168365478516	15.112714767456055	0.0	3.0	-3.0
87	Cell_75	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL4	-3.615651	105.820045	3.0	-3.0	-68.954895	15.152461	5	-69.06168365478516	15.112714767456055	0.0	3.0	-3.0
88	Cell_118	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.5362628	105.92293	3.0	-3.0	-69.07242	14.989083	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.9829048871543336	-3.1968869175527392
89	Cell_68	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.5016804	105.82083	3.0	-3.0	-69.16093	15.190319	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.8419522189790856	-2.8764127831642465
90	Cell_223	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.6376414	105.995476	3.0	-3.0	-69.07717	15.148985	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.975335409327148	-2.942238687655794
91	Cell_56	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.750732	105.82708	3.0	-3.0	-69.08514	15.009992	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.9626507626953957	-3.1635897201443894
92	Cell_63	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.3830435	106.11489	3.0	-3.0	-69.22459	15.381112	5	-69.06168365478516	15.112714767456055	1.59253065451824	2.7405722462823987	-2.5725690224129285
93	Cell_0	spot_13	0.9003709431176818	0	0.9003709431176818	0.9647178743102202	0	0.9647178743102202	ExcitatoryL2and3	-3.7279043	105.81379	3.0	-3.0	-68.86871	14.977278	5	-69.06168365478516	15.112714767456055	1.59253065451824	3.307311079748	-3.2156875929184556
94	Cell_293	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	Inhibitory	-2.2933218	106.971405	3.0	-2.0	-69.7799	16.814312	6	-69.65159606933594	16.528764724731445	1.5971993094351213	2.7950736939485896	-1.5439241191554594
95	Cell_372	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	Inhibitory	-2.4920094	106.721375	3.0	-2.0	-69.67689	16.675085	6	-69.65159606933594	16.528764724731445	1.5971993094351213	2.959604524911671	-1.766297249176014
96	Cell_224	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	ExcitatoryL2and3	-2.1993873	106.834076	3.0	-2.0	-69.66152	16.476843	6	-69.65159606933594	16.528764724731445	1.5971993094351213	2.9841464515565863	-2.082929534151922
97	Cell_60	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	ExcitatoryL2and3	-2.612912	106.97456	3.0	-2.0	-69.69354	16.411158	6	-69.65159606933594	16.528764724731445	1.5971993094351213	2.9330032211053902	-2.187842005576648
98	Cell_58	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	ExcitatoryL2and3	-2.4836888	106.74603	3.0	-2.0	-69.574455	16.433191	6	-69.65159606933594	16.528764724731445	1.5971993094351213	3.123209245435322	-2.152649808878279
99	Cell_54	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	ExcitatoryL2and3	-2.1953146	107.00328	3.0	-2.0	-69.64033	16.320513	6	-69.65159606933594	16.528764724731445	1.5971993094351213	3.0179982252505164	-2.3326198757197654
100	Cell_57	spot_14	0.8805488700438624	0	0.8805488700438624	0.9572086203025908	0	0.9572086203025908	ExcitatoryL2and3	-2.3412068	106.809944	3.0	-2.0	-69.5496	16.650627	6	-69.65159606933594	16.528764724731445	0.0	3.0	-2.0
